Vd Vg Vs Vb Lg t_FE  Ids Qg V_FE V_FE_delta  
0.05 0.388888888889 0 0 1e-07 1.5e-07 2.61258528293e-06 3.37010552753e-18 0 0
0.5 0.388888888889 0 0 1e-07 1.5e-07 3.37174424745e-06 2.60644781738e-18 0 0
0.05 0.393939393939 0 0 1e-07 1.5e-07 2.92347978769e-06 3.76443019887e-18 0 0
0.5 0.393939393939 0 0 1e-07 1.5e-07 3.83434793478e-06 2.8723495664e-18 0 0
0.05 0.39898989899 0 0 1e-07 1.5e-07 3.25148442203e-06 4.18791731822e-18 0 0
0.5 0.39898989899 0 0 1e-07 1.5e-07 4.33956943623e-06 3.15119574092e-18 0 0
0.05 0.40404040404 0 0 1e-07 1.5e-07 3.59555403866e-06 4.64059634034e-18 0 0
0.5 0.40404040404 0 0 1e-07 1.5e-07 4.88882573346e-06 3.44241418568e-18 0 0
0.05 0.409090909091 0 0 1e-07 1.5e-07 3.9547212819e-06 5.1222729559e-18 0 0
0.5 0.409090909091 0 0 1e-07 1.5e-07 5.48346728142e-06 3.74543363613e-18 0 0
0.05 0.414141414141 0 0 1e-07 1.5e-07 4.32813460891e-06 5.63254716793e-18 0 0
0.5 0.414141414141 0 0 1e-07 1.5e-07 6.12479060194e-06 4.05969494849e-18 0 0
0.05 0.419191919192 0 0 1e-07 1.5e-07 4.71507670453e-06 6.17084172559e-18 0 0
0.5 0.419191919192 0 0 1e-07 1.5e-07 6.81404932332e-06 4.38465913365e-18 0 0
0.05 0.424242424242 0 0 1e-07 1.5e-07 5.11496673707e-06 6.73643693985e-18 0 0
0.5 0.424242424242 0 0 1e-07 1.5e-07 7.5524635474e-06 4.71981271275e-18 0 0
0.05 0.429292929293 0 0 1e-07 1.5e-07 5.52735114975e-06 7.32850768974e-18 0 0
0.5 0.429292929293 0 0 1e-07 1.5e-07 8.34122757352e-06 5.06467091901e-18 0 0
0.05 0.434343434343 0 0 1e-07 1.5e-07 5.95188762889e-06 7.94615906039e-18 0 0
0.5 0.434343434343 0 0 1e-07 1.5e-07 9.18151609326e-06 5.41877922991e-18 0 0
0.05 0.439393939394 0 0 1e-07 1.5e-07 6.38832604773e-06 8.58845811885e-18 0 0
0.5 0.439393939394 0 0 1e-07 1.5e-07 1.00744890096e-05 5.78171364822e-18 0 0
0.05 0.444444444444 0 0 1e-07 1.5e-07 6.83648905974e-06 9.25446045634e-18 0 0
0.5 0.444444444444 0 0 1e-07 1.5e-07 1.10212950472e-05 6.15308007909e-18 0 0
0.05 0.449494949495 0 0 1e-07 1.5e-07 7.29625396021e-06 9.94323106544e-18 0 0
0.5 0.449494949495 0 0 1e-07 1.5e-07 1.2023074316e-05 6.53251308168e-18 0 0
0.05 0.454545454545 0 0 1e-07 1.5e-07 7.76753661969e-06 1.06538597839e-17 0 0
0.5 0.454545454545 0 0 1e-07 1.5e-07 1.30809599811e-05 6.91967421274e-18 0 0
0.05 0.459595959596 0 0 1e-07 1.5e-07 8.25027775046e-06 1.13854719277e-17 0 0
0.5 0.459595959596 0 0 1e-07 1.5e-07 1.41960791777e-05 7.314250129e-18 0 0
0.05 0.464646464646 0 0 1e-07 1.5e-07 8.74443145826e-06 1.21372349102e-17 0 0
0.5 0.464646464646 0 0 1e-07 1.5e-07 1.53695532958e-05 7.71595057315e-18 0 0
0.05 0.469696969697 0 0 1e-07 1.5e-07 9.24995588793e-06 1.2908361671e-17 0 0
0.5 0.469696969697 0 0 1e-07 1.5e-07 1.66024977506e-05 8.12450633567e-18 0 0
0.05 0.474747474747 0 0 1e-07 1.5e-07 9.76680573001e-06 1.36981116771e-17 0 0
0.5 0.474747474747 0 0 1e-07 1.5e-07 1.78960213388e-05 8.53966725858e-18 0 0
0.05 0.479797979798 0 0 1e-07 1.5e-07 1.0294926364e-05 1.45057901576e-17 0 0
0.5 0.479797979798 0 0 1e-07 1.5e-07 1.92512252758e-05 8.96120032733e-18 0 0
0.05 0.484848484848 0 0 1e-07 1.5e-07 1.08342494413e-05 1.53307461171e-17 0 0
0.5 0.484848484848 0 0 1e-07 1.5e-07 2.06692019972e-05 9.38888788144e-18 0 0
0.05 0.489898989899 0 0 1e-07 1.5e-07 1.13846897391e-05 1.6172369566e-17 0 0
0.5 0.489898989899 0 0 1e-07 1.5e-07 2.21510337988e-05 9.82252596286e-18 0 0
0.05 0.494949494949 0 0 1e-07 1.5e-07 1.19461431331e-05 1.70300883029e-17 0 0
0.5 0.494949494949 0 0 1e-07 1.5e-07 2.36977913827e-05 1.02619228117e-17 0 0
0.05 0.5 0 0 1e-07 1.5e-07 1.25184855516e-05 1.79033645087e-17 0 0
0.5 0.5 0 0 1e-07 1.5e-07 2.53105323658e-05 1.07068975123e-17 0 0
0.05 0.0 0 0 1e-07 3e-07 2.4523773216e-12 4.83902137294e-24 0 0
0.5 0.0 0 0 1e-07 3e-07 2.97761872547e-12 4.23283461361e-24 0 0
0.05 0.00505050505051 0 0 1e-07 3e-07 2.94645152865e-12 5.81392316893e-24 0 0
0.5 0.00505050505051 0 0 1e-07 3e-07 3.57694194829e-12 5.08479978204e-24 0 0
0.05 0.010101010101 0 0 1e-07 3e-07 3.5400659658e-12 6.98523509955e-24 0 0
0.5 0.010101010101 0 0 1e-07 3e-07 4.29689494063e-12 6.10824435797e-24 0 0
0.05 0.0151515151515 0 0 1e-07 3e-07 4.25327498212e-12 8.39252718283e-24 0 0
0.5 0.0151515151515 0 0 1e-07 3e-07 5.16175782654e-12 7.33768281107e-24 0 0
0.05 0.020202020202 0 0 1e-07 3e-07 5.11017334076e-12 1.00833414316e-23 0 0
0.5 0.020202020202 0 0 1e-07 3e-07 6.20069786303e-12 8.81457647335e-24 0 0
0.05 0.0252525252525 0 0 1e-07 3e-07 6.13971029038e-12 1.21147979295e-23 0 0
0.5 0.0252525252525 0 0 1e-07 3e-07 7.44875315519e-12 1.05887317387e-23 0 0
0.05 0.030303030303 0 0 1e-07 3e-07 7.37666766233e-12 1.45555244569e-23 0 0
0.5 0.030303030303 0 0 1e-07 3e-07 8.94801440974e-12 1.2719979693e-23 0 0
0.05 0.0353535353535 0 0 1e-07 3e-07 8.86283506335e-12 1.74879748657e-23 0 0
0.5 0.0353535353535 0 0 1e-07 3e-07 1.07490445676e-11 1.5280193773e-23 0 0
0.05 0.040404040404 0 0 1e-07 3e-07 1.06484218836e-11 2.10112145106e-23 0 0
0.5 0.040404040404 0 0 1e-07 3e-07 1.29125842509e-11 1.83557135355e-23 0 0
0.05 0.0454545454545 0 0 1e-07 3e-07 1.27937538545e-11 2.52442668174e-23 0 0
0.5 0.0454545454545 0 0 1e-07 3e-07 1.55116005331e-11 2.2050256206e-23 0 0
0.05 0.0505050505051 0 0 1e-07 3e-07 1.53713115131e-11 3.03301340351e-23 0 0
0.5 0.0505050505051 0 0 1e-07 3e-07 1.86337482148e-11 2.6488414235e-23 0 0
0.05 0.0555555555556 0 0 1e-07 3e-07 1.84681795209e-11 3.64406279782e-23 0 0
0.5 0.0555555555556 0 0 1e-07 3e-07 2.23843266431e-11 3.18198567237e-23 0 0
0.05 0.0606060606061 0 0 1e-07 3e-07 2.21889896496e-11 4.37821739004e-23 0 0
0.5 0.0606060606061 0 0 1e-07 3e-07 2.68898319294e-11 3.82243764261e-23 0 0
0.05 0.0656565656566 0 0 1e-07 3e-07 2.66594570431e-11 5.26027835557e-23 0 0
0.5 0.0656565656566 0 0 1e-07 3e-07 3.23022244648e-11 4.59179523988e-23 0 0
0.05 0.0707070707071 0 0 1e-07 3e-07 3.20306293673e-11 6.32004328835e-23 0 0
0.5 0.0707070707071 0 0 1e-07 3e-07 3.88040559273e-11 5.51600327597e-23 0 0
0.05 0.0757575757576 0 0 1e-07 3e-07 3.84839927548e-11 7.59331272913e-23 0 0
0.5 0.0757575757576 0 0 1e-07 3e-07 4.6614628934e-11 6.62622829425e-23 0 0
0.05 0.0808080808081 0 0 1e-07 3e-07 4.62376073848e-11 9.12309943299e-23 0 0
0.5 0.0808080808081 0 0 1e-07 3e-07 5.59973975349e-11 7.95990943229e-23 0 0
0.05 0.0858585858586 0 0 1e-07 3e-07 5.55534806895e-11 1.0961081215e-22 0 0
0.5 0.0858585858586 0 0 1e-07 3e-07 6.72688587827e-11 9.56202073585e-23 0 0
0.05 0.0909090909091 0 0 1e-07 3e-07 6.67464280542e-11 1.31693464132e-22 0 0
0.5 0.0909090909091 0 0 1e-07 3e-07 8.08092361568e-11 1.14865874551e-22 0 0
0.05 0.0959595959596 0 0 1e-07 3e-07 8.01947216717e-11 1.58224908847e-22 0 0
0.5 0.0959595959596 0 0 1e-07 3e-07 9.70753164754e-11 1.37985074026e-22 0 0
0.05 0.10101010101 0 0 1e-07 3e-07 9.63528892357e-11 1.90101373294e-22 0 0
0.5 0.10101010101 0 0 1e-07 3e-07 1.16615875104e-10 1.6575738712e-22 0 0
0.05 0.106060606061 0 0 1e-07 3e-07 1.15767097317e-10 2.28399619153e-22 0 0
0.5 0.106060606061 0 0 1e-07 3e-07 1.40090212597e-10 1.99119276809e-22 0 0
0.05 0.111111111111 0 0 1e-07 3e-07 1.39093643128e-10 2.74413303415e-22 0 0
0.5 0.111111111111 0 0 1e-07 3e-07 1.68290431708e-10 2.39195651221e-22 0 0
0.05 0.116161616162 0 0 1e-07 3e-07 1.67121184911e-10 3.29696659465e-22 0 0
0.5 0.116161616162 0 0 1e-07 3e-07 2.02168212133e-10 2.87337774662e-22 0 0
0.05 0.121212121212 0 0 1e-07 3e-07 2.00797469817e-10 3.96116971376e-22 0 0
0.5 0.121212121212 0 0 1e-07 3e-07 2.42866994065e-10 3.4516880087e-22 0 0
0.05 0.126262626263 0 0 1e-07 3e-07 2.41261474048e-10 4.75917609886e-22 0 0
0.5 0.126262626263 0 0 1e-07 3e-07 2.91760668353e-10 4.1463845953e-22 0 0
0.05 0.131313131313 0 0 1e-07 3e-07 2.89882057486e-10 5.71793753272e-22 0 0
0.5 0.131313131313 0 0 1e-07 3e-07 3.50500095194e-10 4.98088732728e-22 0 0
0.05 0.136363636364 0 0 1e-07 3e-07 3.48304462756e-10 6.86983342197e-22 0 0
0.5 0.136363636364 0 0 1e-07 3e-07 4.21069045646e-10 5.98332726376e-22 0 0
0.05 0.141414141414 0 0 1e-07 3e-07 4.18506264318e-10 8.25376328513e-22 0 0
0.5 0.141414141414 0 0 1e-07 3e-07 5.05851488619e-10 7.18749381382e-22 0 0
0.05 0.146464646465 0 0 1e-07 3e-07 5.02864707983e-10 9.91645890467e-22 0 0
0.5 0.146464646465 0 0 1e-07 3e-07 6.07712545323e-10 8.63397198032e-22 0 0
0.05 0.151515151515 0 0 1e-07 3e-07 6.04237787189e-10 1.19140601998e-21 0 0
0.5 0.151515151515 0 0 1e-07 3e-07 7.30095915814e-10 1.03715077709e-21 0 0
0.05 0.156565656566 0 0 1e-07 3e-07 7.26061899318e-10 1.43140076785e-21 0 0
0.5 0.156565656566 0 0 1e-07 3e-07 8.77141173167e-10 1.24586474037e-21 0 0
0.05 0.161616161616 0 0 1e-07 3e-07 8.72469530533e-10 1.71973148545e-21 0 0
0.5 0.161616161616 0 0 1e-07 3e-07 1.05382503547e-09 1.49657049347e-21 0 0
0.05 0.166666666667 0 0 1e-07 3e-07 1.04843115914e-09 2.06612965984e-21 0 0
0.5 0.166666666667 0 0 1e-07 3e-07 1.26613160602e-09 1.7977123778e-21 0 0
0.05 0.171717171717 0 0 1e-07 3e-07 1.25992648106e-09 2.4822844475e-21 0 0
0.5 0.171717171717 0 0 1e-07 3e-07 1.52125764416e-09 2.1594310436e-21 0 0
0.05 0.176767676768 0 0 1e-07 3e-07 1.51415118383e-09 2.98223580648e-21 0 0
0.5 0.176767676768 0 0 1e-07 3e-07 1.82786025283e-09 2.59390341418e-21 0 0
0.05 0.181818181818 0 0 1e-07 3e-07 1.81976689026e-09 3.58284627498e-21 0 0
0.5 0.181818181818 0 0 1e-07 3e-07 2.19635599833e-09 3.11575043578e-21 0 0
0.05 0.186868686869 0 0 1e-07 3e-07 2.18720362565e-09 4.30436699863e-21 0 0
0.5 0.186868686869 0 0 1e-07 3e-07 2.63928249742e-09 3.74252597555e-21 0 0
0.05 0.191919191919 0 0 1e-07 3e-07 2.62902632232e-09 5.17111664049e-21 0 0
0.5 0.191919191919 0 0 1e-07 3e-07 3.17173602041e-09 4.49530279911e-21 0 0
0.05 0.19696969697 0 0 1e-07 3e-07 3.16037959501e-09 6.21229541805e-21 0 0
0.5 0.19696969697 0 0 1e-07 3e-07 3.81190179238e-09 5.39937458286e-21 0 0
0.05 0.20202020202 0 0 1e-07 3e-07 3.7995284394e-09 7.46296076497e-21 0 0
0.5 0.20202020202 0 0 1e-07 3e-07 4.58169761216e-09 6.485096482e-21 0 0
0.05 0.207070707071 0 0 1e-07 3e-07 4.5685168374e-09 8.96519613866e-21 0 0
0.5 0.207070707071 0 0 1e-07 3e-07 5.50755635951e-09 7.7888909334e-21 0 0
0.05 0.212121212121 0 0 1e-07 3e-07 5.49397175811e-09 1.07695103893e-20 0 0
0.5 0.212121212121 0 0 1e-07 3e-07 6.62137922208e-09 9.35445021167e-21 0 0
0.05 0.217171717172 0 0 1e-07 3e-07 6.60808705669e-09 1.29365119785e-20 0 0
0.5 0.217171717172 0 0 1e-07 3e-07 7.96169940604e-09 1.12341728264e-20 0 0
0.05 0.222222222222 0 0 1e-07 3e-07 7.94983072836e-09 1.55389103085e-20 0 0
0.5 0.222222222222 0 0 1e-07 3e-07 9.57510616421e-09 1.34908771923e-20 0 0
0.05 0.227272727273 0 0 1e-07 3e-07 9.56643040178e-09 1.86639055516e-20 0 0
0.5 0.227272727273 0 0 1e-07 3e-07 1.15179917594e-08 1.61998431126e-20 0 0
0.05 0.232323232323 0 0 1e-07 3e-07 1.15152065255e-08 2.24160387357e-20 0 0
0.5 0.232323232323 0 0 1e-07 3e-07 1.38587001831e-08 1.9451239423e-20 0 0
0.05 0.237373737374 0 0 1e-07 3e-07 1.38658411451e-08 2.69205853566e-20 0 0
0.5 0.237373737374 0 0 1e-07 3e-07 1.66801768757e-08 2.33530044135e-20 0 0
0.05 0.242424242424 0 0 1e-07 3e-07 1.67031933496e-08 3.23275882857e-20 0 0
0.5 0.242424242424 0 0 1e-07 3e-07 2.00832442368e-08 2.80342540004e-20 0 0
0.05 0.247474747475 0 0 1e-07 3e-07 2.0130801159e-08 3.88166388026e-20 0 0
0.5 0.247474747475 0 0 1e-07 3e-07 2.41906592279e-08 3.36493003061e-20 0 0
0.05 0.252525252525 0 0 1e-07 3e-07 2.42752443981e-08 4.66025273833e-20 0 0
0.5 0.252525252525 0 0 1e-07 3e-07 2.91521474667e-08 4.03823691139e-20 0 0
0.05 0.257575757576 0 0 1e-07 3e-07 2.92915839146e-08 5.59418970912e-20 0 0
0.5 0.257575757576 0 0 1e-07 3e-07 3.51506529079e-08 4.84531066614e-20 0 0
0.05 0.262626262626 0 0 1e-07 3e-07 3.53701381135e-08 6.71410398423e-20 0 0
0.5 0.262626262626 0 0 1e-07 3e-07 4.2410092331e-08 5.81229614456e-20 0 0
0.05 0.267676767677 0 0 1e-07 3e-07 4.27449047992e-08 8.05649760967e-20 0 0
0.5 0.267676767677 0 0 1e-07 3e-07 5.12049561225e-08 6.97025107054e-20 0 0
0.05 0.272727272727 0 0 1e-07 3e-07 5.17039779138e-08 9.66479467129e-20 0 0
0.5 0.272727272727 0 0 1e-07 3e-07 6.18721446576e-08 8.35597677107e-20 0 0
0.05 0.277777777778 0 0 1e-07 3e-07 6.26023328648e-08 1.15905414835e-19 0 0
0.5 0.277777777778 0 0 1e-07 3e-07 7.48254614658e-08 1.00129446236e-19 0 0
0.05 0.282828282828 0 0 1e-07 3e-07 7.58773415056e-08 1.38947616491e-19 0 0
0.5 0.282828282828 0 0 1e-07 3e-07 9.05731822631e-08 1.19923061446e-19 0 0
0.05 0.287878787879 0 0 1e-07 3e-07 9.20673001279e-08 1.66494599686e-19 0 0
0.5 0.287878787879 0 0 1e-07 3e-07 1.09739057049e-07 1.43539598627e-19 0 0
0.05 0.292929292929 0 0 1e-07 3e-07 1.11833072847e-07 1.9939254077e-19 0 0
0.5 0.292929292929 0 0 1e-07 3e-07 1.33086947259e-07 1.71676269193e-19 0 0
0.05 0.29797979798 0 0 1e-07 3e-07 1.35982622055e-07 2.38630913369e-19 0 0
0.5 0.29797979798 0 0 1e-07 3e-07 1.61549013021e-07 2.05138587543e-19 0 0
0.05 0.30303030303 0 0 1e-07 3e-07 1.65497668721e-07 2.85359806408e-19 0 0
0.5 0.30303030303 0 0 1e-07 3e-07 1.96256911077e-07 2.44848644258e-19 0 0
0.05 0.308080808081 0 0 1e-07 3e-07 2.01560961158e-07 3.4090635827e-19 0 0
0.5 0.308080808081 0 0 1e-07 3e-07 2.38574822452e-07 2.91850045464e-19 0 0
0.05 0.313131313131 0 0 1e-07 3e-07 2.45581628414e-07 4.06788937999e-19 0 0
0.5 0.313131313131 0 0 1e-07 3e-07 2.90132318627e-07 3.47307597565e-19 0 0
0.05 0.318181818182 0 0 1e-07 3e-07 2.99214916899e-07 4.84727447449e-19 0 0
0.5 0.318181818182 0 0 1e-07 3e-07 3.52854177742e-07 4.1249955475e-19 0 0
0.05 0.323232323232 0 0 1e-07 3e-07 3.64371421821e-07 5.76648069557e-19 0 0
0.5 0.323232323232 0 0 1e-07 3e-07 4.28983447473e-07 4.88800280653e-19 0 0
0.05 0.328282828283 0 0 1e-07 3e-07 4.4321002253e-07 6.84681094972e-19 0 0
0.5 0.328282828283 0 0 1e-07 3e-07 5.21093580105e-07 5.77651699317e-19 0 0
0.05 0.333333333333 0 0 1e-07 3e-07 5.38108526627e-07 8.11151220239e-19 0 0
0.5 0.333333333333 0 0 1e-07 3e-07 6.32085653359e-07 6.80523076619e-19 0 0
0.05 0.338383838384 0 0 1e-07 3e-07 6.51606984658e-07 9.58560862469e-19 0 0
0.5 0.338383838384 0 0 1e-07 3e-07 7.65167806755e-07 7.98860484699e-19 0 0
0.05 0.343434343434 0 0 1e-07 3e-07 7.86321131343e-07 1.12956824156e-18 0 0
0.5 0.343434343434 0 0 1e-07 3e-07 9.23816136673e-07 9.34029503284e-19 0 0
0.05 0.348484848485 0 0 1e-07 3e-07 9.44827561447e-07 1.32696261509e-18 0 0
0.5 0.348484848485 0 0 1e-07 3e-07 1.11171912704e-06 1.0872567619e-18 0 0
0.05 0.353535353535 0 0 1e-07 3e-07 1.12952779525e-06 1.55363838898e-18 0 0
0.5 0.353535353535 0 0 1e-07 3e-07 1.33271059674e-06 1.25957712716e-18 0 0
0.05 0.358585858586 0 0 1e-07 3e-07 1.34250462441e-06 1.81256748069e-18 0 0
0.5 0.358585858586 0 0 1e-07 3e-07 1.59069827231e-06 1.45179312095e-18 0 0
0.05 0.363636363636 0 0 1e-07 3e-07 1.58538986499e-06 2.10676575153e-18 0 0
0.5 0.363636363636 0 0 1e-07 3e-07 1.88959574777e-06 1.66445138894e-18 0 0
0.05 0.368686868687 0 0 1e-07 3e-07 1.85926612771e-06 2.43924614919e-18 0 0
0.5 0.368686868687 0 0 1e-07 3e-07 2.23326456185e-06 1.89783816715e-18 0 0
0.05 0.373737373737 0 0 1e-07 3e-07 2.16462419878e-06 2.81295075295e-18 0 0
0.5 0.373737373737 0 0 1e-07 3e-07 2.62547079322e-06 2.15199256412e-18 0 0
0.05 0.378787878788 0 0 1e-07 3e-07 2.50139010226e-06 3.230658089e-18 0 0
0.5 0.378787878788 0 0 1e-07 3e-07 3.06985773036e-06 2.42673396326e-18 0 0
0.05 0.383838383838 0 0 1e-07 3e-07 2.86902180481e-06 3.69487073606e-18 0 0
0.5 0.383838383838 0 0 1e-07 3e-07 3.56993362966e-06 2.72169849672e-18 0 0
0.05 0.388888888889 0 0 1e-07 3e-07 3.2666583412e-06 4.20769828655e-18 0 0
0.5 0.388888888889 0 0 1e-07 3e-07 4.12907185954e-06 3.03637941805e-18 0 0
0.05 0.393939393939 0 0 1e-07 3e-07 3.69329058196e-06 4.77075717741e-18 0 0
0.5 0.393939393939 0 0 1e-07 3e-07 4.75051997521e-06 3.37016700044e-18 0 0
0.05 0.39898989899 0 0 1e-07 3e-07 4.14791926793e-06 5.38510780485e-18 0 0
0.5 0.39898989899 0 0 1e-07 3e-07 5.43741430707e-06 3.72238485198e-18 0 0
0.05 0.40404040404 0 0 1e-07 3e-07 4.62967384424e-06 6.05124062827e-18 0 0
0.5 0.40404040404 0 0 1e-07 3e-07 6.19279717124e-06 4.09232085803e-18 0 0
0.05 0.409090909091 0 0 1e-07 3e-07 5.13788053491e-06 6.76911068775e-18 0 0
0.5 0.409090909091 0 0 1e-07 3e-07 7.01963452961e-06 4.47925207044e-18 0 0
0.05 0.414141414141 0 0 1e-07 3e-07 5.67208273213e-06 7.53820950093e-18 0 0
0.5 0.414141414141 0 0 1e-07 3e-07 7.92083263106e-06 4.88246365479e-18 0 0
0.05 0.419191919192 0 0 1e-07 3e-07 6.23202581512e-06 8.35765812053e-18 0 0
0.5 0.419191919192 0 0 1e-07 3e-07 8.89925274863e-06 5.30126248568e-18 0 0
0.05 0.424242424242 0 0 1e-07 3e-07 6.8176208584e-06 9.22630545292e-18 0 0
0.5 0.424242424242 0 0 1e-07 3e-07 9.95772355584e-06 5.73498620687e-18 0 0
0.05 0.429292929293 0 0 1e-07 3e-07 7.42889940457e-06 1.01428197721e-17 0 0
0.5 0.429292929293 0 0 1e-07 3e-07 1.10990509752e-05 6.18300862759e-18 0 0
0.05 0.434343434343 0 0 1e-07 3e-07 8.06596744254e-06 1.11057662909e-17 0 0
0.5 0.434343434343 0 0 1e-07 3e-07 1.23260255152e-05 6.64474227758e-18 0 0
0.05 0.439393939394 0 0 1e-07 3e-07 8.7289630271e-06 1.21136679817e-17 0 0
0.5 0.439393939394 0 0 1e-07 3e-07 1.36414272243e-05 7.11963884371e-18 0 0
0.05 0.444444444444 0 0 1e-07 3e-07 9.41801947103e-06 1.31650498697e-17 0 0
0.5 0.444444444444 0 0 1e-07 3e-07 1.50480284583e-05 7.60718809507e-18 0 0
0.05 0.449494949495 0 0 1e-07 3e-07 1.01332347333e-05 1.42584687474e-17 0 0
0.5 0.449494949495 0 0 1e-07 3e-07 1.65485947004e-05 8.10691578889e-18 0 0
0.05 0.454545454545 0 0 1e-07 3e-07 1.08746471201e-05 1.53925309916e-17 0 0
0.5 0.454545454545 0 0 1e-07 3e-07 1.81458837007e-05 8.61838094674e-18 0 0
0.05 0.459595959596 0 0 1e-07 3e-07 1.16422172723e-05 1.65659012811e-17 0 0
0.5 0.459595959596 0 0 1e-07 3e-07 1.98426432166e-05 9.14117280139e-18 0 0
0.05 0.464646464646 0 0 1e-07 3e-07 1.24358163318e-05 1.77773047813e-17 0 0
0.5 0.464646464646 0 0 1e-07 3e-07 2.16416076427e-05 9.67490764065e-18 0 0
0.05 0.469696969697 0 0 1e-07 3e-07 1.32552200283e-05 1.90255249888e-17 0 0
0.5 0.469696969697 0 0 1e-07 3e-07 2.35454938144e-05 1.02192257122e-17 0 0
0.05 0.474747474747 0 0 1e-07 3e-07 1.41001081973e-05 2.0309399003e-17 0 0
0.5 0.474747474747 0 0 1e-07 3e-07 2.5556996256e-05 1.07737883044e-17 0 0
0.05 0.479797979798 0 0 1e-07 3e-07 1.49700689945e-05 2.16278115817e-17 0 0
0.5 0.479797979798 0 0 1e-07 3e-07 2.76787821229e-05 1.1338275076e-17 0 0
0.05 0.484848484848 0 0 1e-07 3e-07 1.58646068671e-05 2.29796889563e-17 0 0
0.5 0.484848484848 0 0 1e-07 3e-07 2.99134860608e-05 1.19123816791e-17 0 0
0.05 0.489898989899 0 0 1e-07 3e-07 1.6783153233e-05 2.43639930625e-17 0 0
0.5 0.489898989899 0 0 1e-07 3e-07 3.22637051686e-05 1.24958176919e-17 0 0
0.05 0.494949494949 0 0 1e-07 3e-07 1.77250788145e-05 2.57797165723e-17 0 0
0.5 0.494949494949 0 0 1e-07 3e-07 3.47319942215e-05 1.30883048626e-17 0 0
0.05 0.5 0 0 1e-07 3e-07 1.86897066585e-05 2.7225878907e-17 0 0
0.5 0.5 0 0 1e-07 3e-07 3.73208612699e-05 1.36895756524e-17 0 0
