Vd Vg Vs Vb Lg t_FE  Ids Qg V_FE V_FE_delta  
0.5 0.34693877551 0 0 1e-07 1e-07 9.22640722232e-07 9.3304891852e-19 -0.00181489130228 -1.23599047663e-17
0.05 0.357142857143 0 0 1e-07 1e-07 1.05987470826e-06 1.46847128944e-18 -0.0028563497164 8.67361737988e-18
0.5 0.357142857143 0 0 1e-07 1e-07 1.28663270341e-06 1.22427809976e-18 -0.00238136598733 2.60208521397e-18
0.05 0.367346938776 0 0 1e-07 1e-07 1.42654230271e-06 1.91439527666e-18 -0.0037237215433 2.25514051877e-17
0.5 0.367346938776 0 0 1e-07 1e-07 1.75849463964e-06 1.57238546961e-18 -0.00305847454754 -4.33680868994e-19
0.05 0.377551020408 0 0 1e-07 1e-07 1.86898913858e-06 2.4510869766e-18 -0.0047676436138 -7.8062556419e-18
0.5 0.377551020408 0 0 1e-07 1e-07 2.35305219679e-06 1.9767423269e-18 -0.00384499333152 6.50521303491e-18
0.05 0.387755102041 0 0 1e-07 1e-07 2.38363573415e-06 3.08384213485e-18 -0.00599841376458 -5.20417042793e-18
0.5 0.387755102041 0 0 1e-07 1e-07 3.08313754112e-06 2.43475093811e-18 -0.00473586835031 1.73472347598e-18
0.05 0.397959183673 0 0 1e-07 1e-07 2.96356824417e-06 3.81577062432e-18 -0.00742207634808 0.0
0.5 0.397959183673 0 0 1e-07 1e-07 3.95972892991e-06 2.94261372801e-18 -0.00572371140309 -8.67361737988e-19
0.05 0.408163265306 0 0 1e-07 1e-07 3.60067782537e-06 4.64740279316e-18 -0.00903965601454 -1.73472347598e-18
0.5 0.408163265306 0 0 1e-07 1e-07 4.99233421547e-06 3.49603132468e-18 -0.00680015783578 0.0
0.05 0.418367346939 0 0 1e-07 1e-07 4.28754137033e-06 5.57662492945e-18 -0.0108470317228 -1.90819582357e-17
0.5 0.418367346939 0 0 1e-07 1e-07 6.18941788021e-06 4.09070267696e-18 -0.00795683932179 -1.73472347598e-18
0.05 0.428571428571 0 0 1e-07 1e-07 5.01844448359e-06 6.59910756629e-18 -0.0128357695021 -1.56125112838e-17
0.5 0.428571428571 0 0 1e-07 1e-07 7.55876365013e-06 4.72261891829e-18 -0.00918595546423 0.0
0.05 0.438775510204 0 0 1e-07 1e-07 5.78954615949e-06 7.70907428228e-18 -0.0149946176498 -3.81639164715e-17
0.5 0.438775510204 0 0 1e-07 1e-07 9.10774005519e-06 5.38819861657e-18 -0.0104805368796 0.0
0.05 0.448979591837 0 0 1e-07 1e-07 6.5985409945e-06 8.90011488439e-18 -0.0173110883612 -4.85722573274e-17
0.5 0.448979591837 0 0 1e-07 1e-07 1.08434753176e-05 6.0843211043e-18 -0.0118345100364 -5.20417042793e-18
0.05 0.459183673469 0 0 1e-07 1e-07 7.44417371269e-06 1.01658252099e-17 -0.0197727021763 -6.24500451352e-17
0.5 0.459183673469 0 0 1e-07 1e-07 1.27729606515e-05 6.80830312129e-18 -0.01324265183 -5.20417042793e-18
0.05 0.469387755102 0 0 1e-07 1e-07 8.32580207028e-06 1.15002048396e-17 -0.0223677615646 -8.32667268469e-17
0.5 0.469387755102 0 0 1e-07 1e-07 1.49031012919e-05 7.5578488652e-18 -0.014700492432 0.0
0.05 0.479591836735 0 0 1e-07 1e-07 9.243068272e-06 1.28978449042e-17 -0.025085716225 -1.14491749414e-16
0.5 0.479591836735 0 0 1e-07 1e-07 1.72407310497e-05 8.33099136231e-18 -0.0162042012559 1.04083408559e-17
0.05 0.489795918367 0 0 1e-07 1e-07 1.01956737382e-05 1.43539722067e-17 -0.0279172489103 -1.35308431126e-16
0.5 0.489795918367 0 0 1e-07 1e-07 1.9792602601e-05 9.12603492687e-18 -0.017750475041 -3.46944695195e-18
0.05 0.5 0 0 1e-07 1e-07 1.11832349754e-05 1.58644109016e-17 -0.030854200892 -1.80411241502e-16
0.5 0.5 0 0 1e-07 1e-07 2.25653629307e-05 9.94150351517e-18 -0.0193364374025 0.0
