vd vg vs vb l alpha1_p alpha11_p t_fe idsperum vfed qms vfes ids sweepvar qm qmd
0.05 0.222222222222 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.459e-08 -4.099e-04 -1.953e-03 -5.538e-04 3.182e-09 5.0000e-02 -3.543e-04 -3.332e-04
0.5 0.222222222222 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.296e-08 -3.803e-04 -2.517e-03 -6.047e-04 5.793e-09 0.50000 -3.327e-05 -4.320e-07
0.05 0.227272727273 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.146e-08 -4.158e-04 -2.340e-03 -5.882e-04 3.815e-09 5.0000e-02 -4.248e-04 -3.995e-04
0.5 0.227272727273 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.542e-08 -3.803e-04 -3.012e-03 -6.489e-04 6.939e-09 0.50000 -3.981e-05 -5.171e-07
0.05 0.232323232323 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.971e-08 -4.228e-04 -2.804e-03 -6.293e-04 4.573e-09 5.0000e-02 -5.096e-04 -4.793e-04
0.5 0.232323232323 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 9.031e-08 -3.803e-04 -3.604e-03 -7.016e-04 8.308e-09 0.50000 -4.763e-05 -6.194e-07
0.05 0.237373737374 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.958e-08 -4.313e-04 -3.358e-03 -6.785e-04 5.482e-09 5.0000e-02 -6.112e-04 -5.749e-04
0.5 0.237373737374 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.082e-07 -3.803e-04 -4.314e-03 -7.649e-04 9.957e-09 0.50000 -5.701e-05 -7.410e-07
0.05 0.242424242424 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.142e-08 -4.415e-04 -4.020e-03 -7.374e-04 6.571e-09 5.0000e-02 -7.325e-04 -6.891e-04
0.5 0.242424242424 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.296e-07 -3.803e-04 -5.159e-03 -8.403e-04 1.192e-08 0.50000 -6.818e-05 -8.862e-07
0.05 0.247474747475 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.554e-08 -4.537e-04 -4.811e-03 -8.076e-04 7.870e-09 5.0000e-02 -8.786e-04 -8.267e-04
0.5 0.247474747475 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.539e-07 -3.804e-04 -6.119e-03 -9.259e-04 1.416e-08 0.50000 -8.087e-05 -1.051e-06
0.05 0.252525252525 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.025e-07 -4.683e-04 -5.757e-03 -8.917e-04 9.429e-09 5.0000e-02 -1.054e-03 -9.915e-04
0.5 0.252525252525 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.857e-07 -3.804e-04 -7.370e-03 -1.037e-03 1.708e-08 0.50000 -9.740e-05 -1.266e-06
0.05 0.257575757576 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.227e-07 -4.858e-04 -6.884e-03 -9.918e-04 1.129e-08 5.0000e-02 -1.263e-03 -1.188e-03
0.5 0.257575757576 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.195e-07 -3.804e-04 -8.698e-03 -1.156e-03 2.020e-08 0.50000 -1.150e-04 -1.493e-06
0.05 0.262626262626 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.470e-07 -5.068e-04 -8.231e-03 -1.111e-03 1.352e-08 5.0000e-02 -1.514e-03 -1.425e-03
0.5 0.262626262626 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.674e-07 -3.804e-04 -1.057e-02 -1.323e-03 2.460e-08 0.50000 -1.397e-04 -1.813e-06
0.05 0.267676767677 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.759e-07 -5.320e-04 -9.836e-03 -1.254e-03 1.618e-08 5.0000e-02 -1.814e-03 -1.708e-03
0.5 0.267676767677 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.177e-07 -3.805e-04 -1.254e-02 -1.498e-03 2.923e-08 0.50000 -1.657e-04 -2.147e-06
0.05 0.272727272727 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.105e-07 -5.621e-04 -1.175e-02 -1.424e-03 1.937e-08 5.0000e-02 -2.173e-03 -2.046e-03
0.5 0.272727272727 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.799e-07 -3.805e-04 -1.495e-02 -1.714e-03 3.495e-08 0.50000 -1.976e-04 -2.556e-06
0.05 0.277777777778 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.519e-07 -5.981e-04 -1.403e-02 -1.626e-03 2.317e-08 5.0000e-02 -2.603e-03 -2.452e-03
0.5 0.277777777778 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.543e-07 -3.805e-04 -1.784e-02 -1.971e-03 4.180e-08 0.50000 -2.357e-04 -3.041e-06
0.05 0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.013e-07 -6.414e-04 -1.674e-02 -1.868e-03 2.772e-08 5.0000e-02 -3.120e-03 -2.939e-03
0.5 0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.428e-07 -3.806e-04 -2.125e-02 -2.276e-03 4.994e-08 0.50000 -2.809e-04 -3.608e-06
0.05 0.287878787879 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.599e-07 -6.925e-04 -1.995e-02 -2.152e-03 3.312e-08 5.0000e-02 -3.729e-03 -3.515e-03
0.5 0.287878787879 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.484e-07 -3.806e-04 -2.531e-02 -2.637e-03 5.965e-08 0.50000 -3.345e-04 -4.274e-06
0.05 0.292929292929 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.305e-07 -7.542e-04 -2.379e-02 -2.494e-03 3.960e-08 5.0000e-02 -4.465e-03 -4.210e-03
0.5 0.292929292929 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.743e-07 -3.807e-04 -3.013e-02 -3.067e-03 7.123e-08 0.50000 -3.981e-04 -5.051e-06
0.05 0.29797979798 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.145e-07 -8.281e-04 -2.835e-02 -2.899e-03 4.733e-08 5.0000e-02 -5.345e-03 -5.041e-03
0.5 0.29797979798 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 9.245e-07 -3.808e-04 -3.586e-02 -3.578e-03 8.506e-08 0.50000 -4.737e-04 -5.955e-06
0.05 0.30303030303 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.146e-07 -9.156e-04 -3.375e-02 -3.379e-03 5.654e-08 5.0000e-02 -6.388e-03 -6.027e-03
0.5 0.30303030303 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.099e-06 -3.809e-04 -4.247e-02 -4.167e-03 1.011e-07 0.50000 -5.610e-04 -6.973e-06
0.05 0.308080808081 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.338e-07 -1.020e-03 -4.016e-02 -3.948e-03 6.751e-08 5.0000e-02 -7.633e-03 -7.203e-03
0.5 0.308080808081 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.308e-06 -3.810e-04 -5.036e-02 -4.870e-03 1.203e-07 0.50000 -6.651e-04 -8.143e-06
0.05 0.313131313131 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.764e-07 -1.145e-03 -4.779e-02 -4.625e-03 8.063e-08 5.0000e-02 -9.119e-03 -8.608e-03
0.5 0.313131313131 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.565e-06 -3.811e-04 -6.005e-02 -5.734e-03 1.440e-07 0.50000 -7.928e-04 -9.521e-06
0.05 0.318181818182 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.046e-06 -1.293e-03 -5.681e-02 -5.426e-03 9.624e-08 5.0000e-02 -1.088e-02 -1.027e-02
0.5 0.318181818182 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.870e-06 -3.812e-04 -7.147e-02 -6.752e-03 1.721e-07 0.50000 -9.434e-04 -1.106e-05
0.05 0.323232323232 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.249e-06 -1.471e-03 -6.756e-02 -6.381e-03 1.149e-07 5.0000e-02 -1.300e-02 -1.228e-02
0.5 0.323232323232 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.231e-06 -3.814e-04 -8.492e-02 -7.951e-03 2.052e-07 0.50000 -1.120e-03 -1.274e-05
0.05 0.328282828283 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.493e-06 -1.683e-03 -8.039e-02 -7.520e-03 1.374e-07 5.0000e-02 -1.552e-02 -1.466e-02
0.5 0.328282828283 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.664e-06 -3.816e-04 -0.1010 -9.388e-03 2.451e-07 0.50000 -1.333e-03 -1.459e-05
0.05 0.333333333333 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.783e-06 -1.933e-03 -9.556e-02 -8.867e-03 1.640e-07 5.0000e-02 -1.850e-02 -1.748e-02
0.5 0.333333333333 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.177e-06 -3.817e-04 -0.1201 -1.108e-02 2.923e-07 0.50000 -1.583e-03 -1.655e-05
0.05 0.338383838384 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.133e-06 -2.232e-03 -0.1137 -1.048e-02 1.962e-07 5.0000e-02 -2.206e-02 -2.084e-02
