vd vg vs vb l alpha1_p alpha11_p t_fe ni in1aux vfed qid vn2aux in2aux vfes ids qmis vn1aux sweepvar vtm
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 8.286e-02 0.3810 8.264e-02 -64.4724 5.354e-02 -6.643e-08 14.4768 5.330e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 6.619e-02 0.3773 6.596e-02 -64.4724 3.742e-02 -6.673e-08 14.3311 3.718e-02 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 4.961e-02 0.3735 4.937e-02 -64.4724 2.141e-02 -6.703e-08 14.1819 2.116e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 3.293e-02 0.3696 3.293e-02 -64.4724 5.312e-03 -6.736e-08 14.0271 5.312e-03 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 1.675e-02 0.3657 1.649e-02 -64.4724 -1.026e-02 -6.763e-08 13.8723 -1.053e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 4.703e-04 0.3616 2.025e-04 -64.4724 -2.590e-02 -6.794e-08 13.7113 -2.618e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.569e-02 0.3574 -1.597e-02 -64.4724 -4.141e-02 -6.825e-08 13.5459 -4.170e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -3.173e-02 0.3530 -3.202e-02 -64.4724 -5.676e-02 -6.856e-08 13.3757 -5.706e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -4.763e-02 0.3486 -4.793e-02 -64.4724 -7.195e-02 -6.886e-08 13.2003 -7.227e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -6.338e-02 0.3440 -6.370e-02 -64.4724 -8.696e-02 -6.917e-08 13.0193 -8.730e-02 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -7.898e-02 0.3392 -7.932e-02 -64.4724 -0.1018 -6.947e-08 12.8323 -0.1021 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.441e-02 0.3343 -9.477e-02 -64.4724 -0.1164 -6.976e-08 12.6386 -0.1168 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1096 0.3292 -0.1100 -64.4724 -0.1308 -7.004e-08 12.4378 -0.1312 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1247 0.3239 -0.1251 -64.4724 -0.1449 -7.031e-08 12.2289 -0.1453 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1398 0.3183 -0.1398 -64.4724 -0.1590 -7.061e-08 12.0063 -0.1590 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1540 0.3126 -0.1545 -64.4724 -0.1723 -7.078e-08 11.7836 -0.1727 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1686 0.3064 -0.1686 -64.4724 -0.1858 -7.103e-08 11.5388 -0.1858 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1822 0.3002 -0.1827 -64.4724 -0.1982 -7.110e-08 11.2938 -0.1988 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1961 0.2932 -0.1961 -64.4724 -0.2108 -7.122e-08 11.0200 -0.2108 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2092 0.2860 -0.2092 -64.4724 -0.2226 -7.118e-08 10.7363 -0.2226 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2213 0.2785 -0.2220 -64.4724 -0.2333 -7.094e-08 10.4436 -0.2340 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2336 0.2699 -0.2336 -64.4724 -0.2440 -7.057e-08 10.1041 -0.2440 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2442 0.2611 -0.2451 -64.4724 -0.2529 -6.983e-08 9.7629 -0.2539 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2542 0.2511 -0.2553 -64.4724 -0.2610 -6.862e-08 9.3712 -0.2621 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2628 0.2397 -0.2641 -64.4724 -0.2674 -6.654e-08 8.9312 -0.2687 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2693 0.2264 -0.2709 -64.4724 -0.2715 -6.287e-08 8.4240 -0.2731 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2724 0.2079 -0.2724 -64.4724 -0.2717 -5.302e-08 7.7447 -0.2717 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2661 0.1821 -0.2661 -64.4724 -0.2642 -2.543e-08 6.8871 -0.2642 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -5.076e-03 2.109e-03 -2.482e-03 -64.4724 -0.2272 4.522e-07 5.2011 -0.2272 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -3.090e-03 1.094e-03 -3.090e-03 -64.4724 -1.950e-02 9.335e-09 0.3672 -1.824e-02 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.942e-03 5.063e-04 -1.479e-03 -64.4724 -7.413e-03 2.700e-09 0.1278 -1.897e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.420e-03 2.392e-04 -1.199e-03 -64.4724 -4.233e-03 1.329e-09 6.488e-02 -2.254e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.172e-03 1.122e-04 -1.172e-03 -64.4724 -2.540e-03 6.309e-10 3.140e-02 -2.539e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.054e-03 5.192e-05 -1.054e-03 -64.4724 -1.669e-03 2.800e-10 1.417e-02 -1.669e-03 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.992e-04 2.390e-05 -9.992e-04 -64.4724 -1.277e-03 1.257e-10 6.416e-03 -1.277e-03 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.739e-04 1.096e-05 -9.739e-04 -64.4724 -1.100e-03 5.679e-11 2.910e-03 -1.100e-03 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.623e-04 5.009e-06 -9.623e-04 -64.4724 -1.019e-03 2.572e-11 1.321e-03 -1.019e-03 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.570e-04 2.285e-06 -9.570e-04 -64.4724 -9.828e-04 1.167e-11 6.001e-04 -9.828e-04 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.545e-04 1.041e-06 -9.545e-04 -64.4724 -9.663e-04 5.295e-12 2.726e-04 -9.663e-04 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.534e-04 4.740e-07 -9.534e-04 -64.4724 -9.587e-04 2.404e-12 1.238e-04 -9.587e-04 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.529e-04 2.156e-07 -9.529e-04 -64.4724 -9.553e-04 1.092e-12 5.624e-05 -9.553e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.527e-04 9.805e-08 -9.527e-04 -64.4724 -9.538e-04 4.959e-13 2.555e-05 -9.538e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.238e-03 9.914e-08 -1.238e-03 -64.4724 -1.240e-03 5.014e-13 2.583e-05 -1.240e-03 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.239e-03 2.180e-07 -1.239e-03 -64.4724 -1.242e-03 1.104e-12 5.687e-05 -1.242e-03 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.239e-03 4.793e-07 -1.239e-03 -64.4724 -1.246e-03 2.431e-12 1.252e-04 -1.245e-03 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.241e-03 1.053e-06 -1.241e-03 -64.4724 -1.256e-03 5.355e-12 2.756e-04 -1.256e-03 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.244e-03 2.311e-06 -1.244e-03 -64.4724 -1.278e-03 1.180e-11 6.069e-04 -1.278e-03 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.251e-03 5.065e-06 -1.251e-03 -64.4724 -1.326e-03 2.603e-11 1.337e-03 -1.326e-03 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.266e-03 1.108e-05 -1.266e-03 -64.4724 -1.432e-03 5.754e-11 2.948e-03 -1.432e-03 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.300e-03 2.417e-05 -1.300e-03 -64.4724 -1.666e-03 1.277e-10 6.512e-03 -1.666e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.372e-03 5.255e-05 -1.372e-03 -64.4724 -2.188e-03 2.859e-10 1.445e-02 -2.188e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.527e-03 1.135e-04 -1.475e-03 -64.4724 -3.333e-03 6.410e-10 3.187e-02 -2.948e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.858e-03 2.440e-04 -1.750e-03 -64.4724 -5.949e-03 1.493e-09 7.167e-02 -5.100e-03 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -2.574e-03 5.256e-04 -2.574e-03 -64.4724 -1.318e-02 4.154e-09 0.1816 -1.314e-02 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -4.106e-03 1.128e-03 -4.106e-03 -64.4724 -3.963e-02 1.724e-08 0.5851 -3.870e-02 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -7.566e-03 2.490e-03 -7.566e-03 -64.4724 -0.3484 1.100e-06 8.8843 -0.3489 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.524e-02 5.510e-03 -1.283e-02 -64.4724 -0.3404 1.187e-06 9.3225 -0.3422 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3228 0.2573 -0.3229 -64.4724 -0.3321 -6.118e-08 9.6527 -0.3321 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.3108 0.2655 -0.3108 -64.4724 -0.3218 -6.106e-08 9.9784 -0.3218 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2981 0.2731 -0.2981 -64.4724 -0.3105 -6.088e-08 10.2753 -0.3105 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2842 0.2803 -0.2850 -64.4724 -0.2980 -6.053e-08 10.5603 -0.2989 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2709 0.2865 -0.2709 -64.4724 -0.2859 -6.034e-08 10.8040 -0.2859 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2561 0.2927 -0.2568 -64.4724 -0.2723 -5.994e-08 11.0510 -0.2730 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2420 0.2983 -0.2420 -64.4724 -0.2592 -5.970e-08 11.2689 -0.2592 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2267 0.3038 -0.2272 -64.4724 -0.2449 -5.929e-08 11.4888 -0.2455 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.2115 0.3090 -0.2120 -64.4724 -0.2307 -5.896e-08 11.6920 -0.2312 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1961 0.3139 -0.1966 -64.4724 -0.2162 -5.863e-08 11.8863 -0.2167 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1809 0.3185 -0.1809 -64.4724 -0.2017 -5.836e-08 12.0686 -0.2017 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1647 0.3232 -0.1651 -64.4724 -0.1864 -5.798e-08 12.2519 -0.1868 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1488 0.3276 -0.1492 -64.4724 -0.1712 -5.766e-08 12.4246 -0.1716 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1327 0.3318 -0.1330 -64.4724 -0.1558 -5.734e-08 12.5915 -0.1562 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1164 0.3359 -0.1168 -64.4724 -0.1402 -5.703e-08 12.7529 -0.1406 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1000 0.3399 -0.1004 -64.4724 -0.1245 -5.672e-08 12.9093 -0.1248 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -8.354e-02 0.3437 -8.385e-02 -64.4724 -0.1086 -5.642e-08 13.0611 -0.1089 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -6.693e-02 0.3475 -6.722e-02 -64.4724 -9.262e-02 -5.613e-08 13.2086 -9.292e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -5.022e-02 0.3511 -5.050e-02 -64.4724 -7.648e-02 -5.584e-08 13.3522 -7.678e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -3.341e-02 0.3547 -3.368e-02 -64.4724 -6.023e-02 -5.556e-08 13.4920 -6.051e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.651e-02 0.3582 -1.676e-02 -64.4724 -4.387e-02 -5.529e-08 13.6284 -4.414e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 4.768e-04 0.3615 2.292e-04 -64.4724 -2.741e-02 -5.501e-08 13.7615 -2.767e-02 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 1.754e-02 0.3648 1.730e-02 -64.4724 -1.085e-02 -5.475e-08 13.8916 -1.110e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 3.448e-02 0.3680 3.448e-02 -64.4724 5.601e-03 -5.451e-08 14.0172 5.601e-03 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 5.189e-02 0.3713 5.166e-02 -64.4724 2.253e-02 -5.423e-08 14.1432 2.230e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 6.898e-02 0.3743 6.898e-02 -64.4724 3.916e-02 -5.400e-08 14.2637 3.916e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 8.650e-02 0.3774 8.629e-02 -64.4724 5.624e-02 -5.374e-08 14.3844 5.602e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1037 0.3803 0.1037 -64.4724 7.302e-02 -5.352e-08 14.5003 7.302e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1214 0.3833 0.1212 -64.4724 9.023e-02 -5.326e-08 14.6163 9.002e-02 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1389 0.3862 0.1387 -64.4724 0.1073 -5.303e-08 14.7291 0.1071 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1564 0.3890 0.1562 -64.4724 0.1245 -5.280e-08 14.8398 0.1243 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1739 0.3917 0.1739 -64.4724 0.1415 -5.259e-08 14.9476 0.1415 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1915 0.3945 0.1915 -64.4724 0.1588 -5.237e-08 15.0546 0.1588 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.2094 0.3972 0.2092 -64.4724 0.1763 -5.214e-08 15.1608 0.1761 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.2270 0.3998 0.2270 -64.4724 0.1935 -5.195e-08 15.2634 0.1935 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.2270 0.3998 0.2270 -64.4724 0.1935 -5.195e-08 15.2634 0.1935 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.2092 0.3972 0.2092 -64.4724 0.1762 -5.216e-08 15.1599 0.1762 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1917 0.3945 0.1915 -64.4724 0.1590 -5.236e-08 15.0555 0.1588 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1739 0.3917 0.1739 -64.4724 0.1415 -5.259e-08 14.9476 0.1415 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1564 0.3890 0.1562 -64.4724 0.1245 -5.280e-08 14.8397 0.1243 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1389 0.3862 0.1387 -64.4724 0.1073 -5.303e-08 14.7290 0.1071 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1213 0.3833 0.1212 -64.4724 9.022e-02 -5.326e-08 14.6163 9.003e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 0.1039 0.3804 0.1037 -64.4724 7.319e-02 -5.350e-08 14.5014 7.299e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 8.649e-02 0.3774 8.629e-02 -64.4724 5.622e-02 -5.374e-08 14.3843 5.602e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 6.898e-02 0.3743 6.898e-02 -64.4724 3.916e-02 -5.400e-08 14.2637 3.916e-02 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 5.187e-02 0.3713 5.167e-02 -64.4724 2.252e-02 -5.424e-08 14.1431 2.230e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 3.448e-02 0.3680 3.448e-02 -64.4724 5.601e-03 -5.451e-08 14.0172 5.601e-03 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 1.752e-02 0.3648 1.730e-02 -64.4724 -1.086e-02 -5.475e-08 13.8914 -1.110e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 4.608e-04 0.3615 2.324e-04 -64.4724 -2.742e-02 -5.502e-08 13.7614 -2.766e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -1.652e-02 0.3582 -1.676e-02 -64.4724 -4.389e-02 -5.529e-08 13.6282 -4.414e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -3.343e-02 0.3547 -3.367e-02 -64.4724 -6.025e-02 -5.556e-08 13.4919 -6.051e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -5.024e-02 0.3511 -5.049e-02 -64.4724 -7.650e-02 -5.585e-08 13.3520 -7.677e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -6.717e-02 0.3474 -6.717e-02 -64.4724 -9.286e-02 -5.616e-08 13.2064 -9.286e-02 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -8.357e-02 0.3437 -8.384e-02 -64.4724 -0.1086 -5.643e-08 13.0608 -0.1089 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1003 0.3398 -0.1003 -64.4724 -0.1248 -5.676e-08 12.9067 -0.1248 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1164 0.3359 -0.1168 -64.4724 -0.1403 -5.703e-08 12.7526 -0.1406 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1327 0.3318 -0.1330 -64.4724 -0.1558 -5.735e-08 12.5911 -0.1562 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1488 0.3276 -0.1492 -64.4724 -0.1712 -5.766e-08 12.4243 -0.1716 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 6.5e-07 2.651e+16 -64.4724 -0.1648 0.3232 -0.1651 -64.4724 -0.1864 -5.798e-08 12.2515 -0.1868 5.0000e-02 2.586e-02
